date,g_usgdp,fed,g_ipx,g_tdi,exp3m,g_invpriv,g_pbi,g_icgg,g_ipc,int,g_tc
2005-06-01,3.617735580161184,2.943333333333333,16.1536733824214,2.548064236780122,63.85229148417623,9.3757833946313,5.426774592904652,20.99739542835295,1.764945559077073,3.01,-6.406540122853267
2005-09-01,3.448598847170803,3.46,21.83605675961488,7.915057158952518,65.41474725139733,13.6479381373379,6.467692840467345,8.004213837677026,1.244141324370325,2.986666666666667,-3.702318151963058
2005-12-01,2.972736693791294,3.98,21.51364749859655,12.11758892111232,61.45599040335884,20.28246877859628,7.59728676389356,15.43701435286866,1.279183765986131,3.133333333333333,2.712630749879901
2006-03-01,3.213106795718212,4.456666666666667,26.9077689803396,18.43682684134025,54.2062324165765,27.80008015493407,8.283806308392302,25.85373817339808,2.366651410446801,3.84,2.401280973650421
2006-06-01,2.972903855620221,4.906666666666667,45.46235123233587,32.94362087693296,60.03301025424917,18.96607460349811,6.329469366882328,27.96126084526615,2.31881433569565,4.476666666666667,1.116574457231903
2006-09-01,2.325277937424497,5.246666666666667,45.18403594939163,34.01160419416414,68.76607020170593,15.37119298730128,8.294596600723889,30.34975490150628,1.80364651085544,4.483333333333333,-0.9340184490272426
2006-12-01,2.634560376343821,5.246666666666667,35.03257517857627,28.72429618123291,71.69528375466517,18.91689374551577,7.324217668142112,22.84768458374505,1.520916011026871,4.496666666666667,-5.070916805348356
2007-03-01,1.576724970014676,5.256666666666667,25.67478964672769,19.39128613388937,72.5090503642733,13.36046115613359,5.286799966117238,9.178410847391026,0.4147233312908493,4.486666666666667,-4.519681095375478
2007-06-01,1.934374720018112,5.25,15.71421941626465,10.11985236264965,72.59108081229486,23.31799360418964,6.333115624938947,18.95496553352607,0.7998789588212648,4.506666666666667,-3.631737732650458
2007-09-01,2.368036077306625,5.073333333333333,10.44341989137953,1.947830036239439,69.69829784521227,30.60211705539935,10.8415978967369,12.7124294806237,2.403899512075487,4.81,-2.777915830384915
2007-12-01,2.133364682457865,4.496666666666667,13.09385884798288,-3.334017248084613,72.75105834431044,25.67298237167761,11.42436866624191,8.816143977105783,3.497135204550369,4.986666666666667,-6.862246884333556
2008-03-01,1.392471205518535,3.176666666666666,17.16364835893807,-3.412569485848435,69.33333333333333,22.65183625048401,10.14556959864311,12.29049850348163,4.839791788696292,4.89,-9.423447147886368
2008-06-01,1.376010766027627,2.086666666666666,11.66194774227142,-11.90491970164121,71.33333333333333,32.21656468171278,10.53229225085676,2.047420196487076,5.539419353139576,5.526286666666667,-11.26470360660145
2008-09-01,0.2659672721286889,1.94,5.115345683156389,-14.95580657198633,61.33333333333334,27.49677571989128,9.579484823422744,9.821175078610235,6.094020354185177,6.183047333333334,-7.916252641266627
2008-12-01,-2.541153688421256,0.5066666666666667,-22.62195655943847,-23.6213173184019,41.0,14.63595488090291,6.484205582279901,0.5032900962520348,6.645812558980476,6.560666666666666,3.1014835710748
2009-03-01,-3.234227293078318,0.1833333333333333,-29.32612945547841,-20.08433221224556,35.33333333333334,-0.3937266437842836,2.594050422613336,-10.6358827236075,5.592656590941333,6.360668163333333,10.33010765184063
2009-06-01,-3.978837405318722,0.18,-26.00318752671544,-10.41932967122167,47.66666666666666,-15.97555351959925,-0.7335825512719335,-18.63695413793139,3.964737253833066,4.24148,7.407449003010151
2009-09-01,-3.132815700686368,0.1566666666666666,-13.46346610594588,4.859999569597818,59.0,-12.82420182912179,-0.1005447898760156,-17.71213299239604,1.915115639943099,1.591033333333334,1.908070960420934
2009-12-01,0.105572523482985,0.12,30.2743909024953,33.91821918662957,67.33333333333333,-5.144892481423335,2.728248475155621,-1.905181233849322,0.4144590772878813,1.2046874506,-6.97216504394026
2010-03-01,1.745265844910325,0.1333333333333333,43.47565564058939,30.52059520456525,71.45939986340126,15.06546900699693,5.482432109364804,22.58039538292392,0.6753769851164682,1.149293333333333,-10.58683029156333
2010-06-01,2.913595029118001,0.1933333333333334,35.62551099074533,23.10347501425305,72.9918913226594,30.28782704460006,9.415309705437929,22.14242453036283,1.149331896907878,1.4286,-6.021810550556182
2010-09-01,3.344209253779221,0.1866666666666667,24.27902530930868,15.62818978014361,70.86384199683283,28.05007649825022,9.56931947446718,20.49610015789422,2.165525838802181,2.339333333333333,-5.153227332644369
2010-12-01,2.775960909312473,0.1866666666666667,22.57106740987543,12.07422670576126,69.42730167097591,27.0784737455682,8.66780740574312,17.29993930424037,2.129678627470386,2.965966666666667,-2.559762325714472
2011-03-01,2.037797199613346,0.1566666666666667,26.6278456481768,11.82286084153797,65.25583431243807,14.88838593998114,8.413862448342876,15.18270433049471,2.357026538626549,3.4254,-2.488315332372606
2011-06-01,1.743708864550203,0.09333333333333334,28.01025716495779,7.937316327605642,47.2406137352882,12.18456109316342,5.284639141390961,17.86859817545221,3.104169229597646,4.1598,-1.979780504597005
2011-09-01,0.9426534645672292,0.08333333333333333,28.47701535563341,8.55426715791306,51.50518050833737,9.68462823852252,5.811549570543936,13.65920316589386,3.47495768289398,4.253866666666667,-2.268894980344643
2011-12-01,1.543075871606525,0.07333333333333335,8.356824205787433,-4.148093105312535,57.27011721217701,9.674096885575795,6.014218417622486,10.13250156565466,4.52708982223943,4.255333333333334,-3.324773202230604
2012-03-01,2.638069310886242,0.1033333333333333,2.401747021901989,-2.053121456865665,60.12816473757507,15.62449256934375,6.110606432141026,7.642163456580381,4.207568655194621,4.235733333333333,-3.475857945712803
2012-06-01,2.403335839137913,0.1533333333333333,-6.367673146614298,-3.903628791814164,60.67647804206943,17.17919273103478,5.894232250105828,3.633422290560333,4.073414355623413,4.2383,-4.282401449069692
2012-09-01,2.573712314488044,0.1433333333333333,-8.3707603675489,-4.645637125781915,58.69116315061857,15.10208240152186,7.020490336083247,5.690237290593682,3.514873611103354,4.232966666666667,-4.507412539829647
2012-12-01,1.551852007332467,0.16,1.108730389941652,3.871765523694872,64.13396541923187,14.79380500478267,5.556993034407341,8.111312136436638,2.851848879072036,4.243666666666667,-4.671397469907165
2013-03-01,1.700868485709417,0.1433333333333333,-1.728894716252811,-0.8829564855542522,65.84691635751311,12.25834170621038,4.978240526302503,2.333439029919349,2.636476215280144,4.197666666666667,-4.017229551305696
2013-06-01,1.519938204107002,0.1166666666666667,-6.197806273374616,-4.771252033399824,54.94704422175233,10.57752372712738,6.264030255813328,-1.406649395910581,2.514148501578882,4.2384,-0.09365084412556936
2013-09-01,2.237022493295511,0.08333333333333333,-7.500753840053111,-6.588646011596744,50.38872742014166,4.789207046747087,5.226646328504217,4.466757745660045,3.115449835289506,4.372233333333333,6.40707013811303
2013-12-01,3.009144960174631,0.08666666666666667,-11.34505947234311,-9.72659646194859,55.76186199967223,1.513340364361011,6.844088181098815,7.898801733584749,2.951061959060722,4.173266666666667,7.730831344927634
2014-03-01,1.65081755593802,0.07333333333333335,-12.09942642181414,-10.0092613699667,57.77422186342726,-1.037851156526462,4.955329959889495,7.233780547816131,3.407759353193134,4.1027,9.115250728188137
2014-06-01,2.689152158727294,0.09333333333333334,-5.809023253908696,-4.472233866623747,52.26427614252187,-1.249401015045747,1.95890773723789,1.305424306497336,3.509422963768353,4.0026,4.833949749078617
2014-09-01,3.059782928201687,0.09000000000000001,-2.070815956230212,-1.001306257710719,51.01208601707133,-3.981278564315486,1.823190014681142,1.809578768752488,2.917401933509797,3.768466666666666,1.286369010695508
2014-12-01,2.685835101145646,0.09999999999999999,-6.478893971461924,-1.33281591037149,53.782044726285,-1.078738744106045,1.068687116730278,0.2122901863126726,3.157054689385509,3.655433333333333,5.26940102461804
2015-03-01,3.969299498818484,0.11,-12.75483111858722,-2.416506460108117,51.25936094438256,-3.213971013243192,1.930905257321308,-9.212611325388163,2.95389287519111,3.3757,8.872476872238465
2015-06-01,3.279087860927058,0.1233333333333333,-12.3373770786082,-0.6945358426321047,47.47921072231313,-7.852781841779137,3.176069064909739,-9.678741733025326,3.309851868269397,3.473066666666667,12.60868069695168
2015-09-01,2.447321366434557,0.1366666666666667,-19.19193656474442,-6.650696236490079,44.05462957369033,-3.049525497747387,3.155748235358018,-12.3636646575457,3.836675855866449,3.5796,13.86604292781863
2015-12-01,2.119861312664824,0.16,-16.85389071134047,-4.607523696818261,44.79436170150613,-0.6686724745142862,4.617133135947919,-9.347354105496272,4.076937060766617,3.595333333333333,13.36420780743033
2016-03-01,1.795016891380607,0.36,-12.88898430470573,-1.680592284109347,45.19630551251754,-2.890932769950063,4.478775322472011,-5.682879257934892,4.46061915130088,4.464633333333333,12.80419828504418
2016-06-01,1.49325083271471,0.3733333333333334,-8.9439036520753,-0.6279792757522514,53.9860063081407,-3.648036438671698,3.73530679764042,-4.038253849537722,3.595618945188343,4.4233,5.515538042987719
2016-09-01,1.805761531085522,0.3966666666666667,1.681129241227471,7.071031025218699,61.76640621196633,-7.24917003832657,4.611852960669923,-2.737175718516254,3.010458426019235,4.2414,3.899650989378741
2016-12-01,2.181566303056407,0.45,9.013865946141205,9.189246475872883,58.81179603844763,-3.489723440335327,3.070082404688078,-5.316516473593165,3.329706781528396,4.3049,2.172216991066536
2017-03-01,2.087461694196685,0.7000000000000001,16.82286010442876,8.541205794092038,51.70081393133657,-5.899288162287927,2.283847226840005,0.9919661316570247,3.441600442223389,4.248666666666666,-4.70548644225135
2017-06-01,2.330413793758283,0.9500000000000001,11.42418909076393,5.309467846392916,53.59268581481481,-3.463073520986081,2.648768220800065,-4.419179413158734,3.155081348979639,4.122933333333333,-1.646142510627805
2017-09-01,2.410821412174585,1.153333333333333,12.59800337604261,7.252651823345368,57.06724039713544,5.029780642011574,2.814660205756148,-0.834183358315446,2.990424871569473,3.726933333333333,-2.771680234687076
2017-12-01,2.994143496761767,1.203333333333333,16.30851280434911,8.0934291921389,60.13593419392904,3.551894753694655,2.321256936469346,10.07148396825465,1.649085439938262,3.3707,-4.38375718543849
2018-03-01,3.328810094759126,1.446666666666667,13.43845095059265,4.966138506618786,55.67045084635416,4.820324838201082,3.166964374235596,6.92163160008946,0.9291526046858658,2.971633333333333,-1.501713394969135
2018-06-01,3.298962846522017,1.736666666666667,13.81798649562913,2.26347591933843,58.70022328694663,7.810041915505271,5.59587497802038,29.99155901874484,0.9473876143681121,2.764833333333333,-0.1311409752454999
2018-09-01,3.130030640718673,1.923333333333333,2.653970012915876,-6.506962895935948,57.54256693522134,1.334272877660383,2.438907682976922,13.14843302632888,1.321665966095209,2.7464,1.432463917416386
2018-12-01,2.125110751484537,2.22,-6.289110005712394,-9.318967091625934,55.37863794962567,1.189008510864673,4.617661883292294,0.1024842804729629,2.06675512283788,2.758766666666666,3.438749327312246
2019-03-01,1.933558726600374,2.403333333333333,-7.844784403550179,-6.248229140583563,58.73908615112307,3.568973472687105,2.399889487805126,6.449402478574435,2.126854986009609,2.752533333333333,2.620441299760251
2019-06-01,2.242125694698243,2.396666666666667,-4.506763649405068,0.4903681705178652,52.87198384602866,6.361492662790505,1.150898543970314,3.205209317250835,2.537244207587027,2.765033333333333,1.909426067806626
2019-09-01,2.797216868642848,2.19,-0.2458542197168136,6.175600579072253,47.04918797810873,9.648095301788025,3.38938575547274,0.2846509028486601,2.000736768376668,2.6069,1.510124420296192
2019-12-01,3.351776524198084,1.643333333333333,0.6140350324638764,4.889314246376947,49.15785217285156,1.262187810415038,2.060746840300789,5.663239659475384,1.88249504716878,2.351,0.1394074990181378
2020-03-01,1.358535029075736,1.26,0.921845218452068,6.65384276605237,40.9744567871094,-13.91518416007743,-3.574232430540737,-5.272048068387552,1.871181274023439,2.110233333333333,2.397667624381916
2020-06-01,-7.398614958784906,0.06,-6.841181879685771,4.728416303558331,17.41875362396243,-56.28732234422986,-30.04919966751335,-38.91400676950913,1.701732405683601,0.3413,3.282306030429594
2020-09-01,-1.364672099773728,0.09333333333333334,6.163227920333392,14.16785511916339,39.82588357863087,-7.541534389520024,-8.687360995773897,-18.53432643967182,1.789535271539209,0.1510666666666667,6.087445535578227
2020-12-01,-0.9222152417236888,0.09000000000000001,14.80504059491802,18.60454922392366,50.82271565918807,10.62394090333738,-1.380295546146575,-5.076858494652773,1.946580535761885,0.2216,7.131624850585851
2021-03-01,1.800754176450551,0.08,27.60485407816594,18.68096584048492,45.52553003183252,35.7475114411142,4.2294221875615,12.03528084580049,2.558387863739017,0.2148,7.531776679170411
2021-06-01,12.38566930943258,0.07,44.02409025744932,16.87845856320712,41.34252792045447,156.0008273977516,42.07959381614488,71.9391824850353,2.694969473668808,0.2496666666666667,10.63767109133513
2021-09-01,5.150810995093655,0.09000000000000001,28.8220219956659,2.927742560318279,37.16562534388107,20.99164066995531,11.75732415362666,66.85320174210763,4.665602680335408,0.5041333333333333,14.08796172630529
2021-12-01,5.756179192135096,0.08,27.04744405579595,0.6370161662040116,41.2825119633496,1.298484299762613,3.463933083738056,32.67386955741697,5.970839597461307,1.753866666666666,11.71227610456316
2022-03-01,4.034582077886427,0.12,14.18759266391596,-6.349672237841022,42.66272242746336,0.9298174127132575,3.932014827919843,20.97298594373628,6.220149467934625,3.405133333333334,4.015905098980181
2022-06-01,2.453792930334307,0.77,5.267069914811739,-12.07473784224934,35.0301739791644,1.516943925151738,3.434748490773653,21.04804716424213,8.2906679533785,4.8749,-1.220049563107117
2022-09-01,2.348973264104047,2.19,-1.629767352825595,-12.62495206273894,35.4583561977928,0.2251622456884444,2.056042229496036,-5.793124906947883,8.55558864708063,6.282233333333333,-3.791365086207504
2022-12-01,1.317074282165457,3.653333333333333,-6.429255655137855,-8.873401461423274,38.67803582203776,-2.484363024421687,2.00410587900409,-10.44528922357011,8.394173275118598,7.209333333333333,-3.201091658989998
2023-03-01,2.311146228623826,4.516666666666667,-5.182935812026143,-0.9689035106428648,38.75955204216073,-11.35724363782509,-0.02054714682984318,-7.559597254281272,8.569322603676659,7.713566666666666,0.3012652916513228
2023-06-01,2.792610476283913,4.989999999999999,-6.510217310083251,7.472098625362414,43.73903193756136,-7.135063374482377,-0.4088048285595713,-19.9292937115777,7.435601698839496,7.7361,-1.236718429606639
2023-09-01,3.233192282703885,5.260000000000001,0.09071564960281035,13.70729847937546,42.98531545937553,-4.865427404792976,-0.6212521945019638,-14.97542035898542,5.499128895835462,7.698566666666667,-5.537040604421139
2023-12-01,3.390893713155073,5.33,1.260990307423277,10.66024919719045,39.15546039616357,-1.189009915897509,-0.3299968435777094,-3.533370544032457,3.736617443833345,7.076099999999999,-2.954374686599954
2024-03-01,2.863294352704122,5.33,-0.01254257077342474,7.39406303751228,47.27356764564274,1.263516786506085,1.489696686204235,-10.40255313971409,3.120789884896963,6.399233333333332,-1.541897989290808
2024-06-01,3.126631523953487,5.33,10.13509894118415,13.01452841295456,49.2996291602122,0.9191255564747975,3.855712471265097,-1.197368101896266,2.237245871294161,5.892166666666667,1.111216840978441
2024-09-01,2.79138963728759,5.263333333333333,10.64042004189191,14.48483408423026,51.61283970339087,3.9867716726635,4.100502516784715,12.74014116563157,1.97872660302501,5.5295,2.236554192964626
2024-12-01,2.399788484564854,4.649999999999999,9.798743504036883,13.82231676502134,50.77145827145826,6.604302026811681,4.442456701976528,9.765186663783338,2.08229458265502,5.087533333333333,-0.6405535520408712
2025-03-01,2.019273013885772,4.33,14.14199114177031,16.46362784925702,53.69082445585176,8.926217725228698,4.052071155173471,11.49649933433661,1.533913171882353,4.743566666666666,-1.584035131857746
2025-06-01,2.080466508761198,4.33,12.84834110755462,17.44710769603151,52.99996352960483,9.226303786316707,2.842966825521056,15.31320332803766,1.677400865806594,4.579797998679523,-2.360190582717922
2025-09-01,2.335167772142849,4.293333333333333,16.42744157033867,18.12713752975416,54.86982599211193,11.46251848932193,3.767490922711868,6.428569609931181,1.384241184182718,4.4588,-5.958175637394792
2025-12-01,1.989299660798088,3.896666666666667,26.3228239660686,26.87698528311002,56.45963791068269,10.08429166437413,3.172007580525059,6.528248524620898,1.409782086612168,4.246300000000001,-9.883950649316354
