date,epu,g_indpro,g_pce,g_emp
6/1/01 0:00,93.46123235,-0.545853353,0.177755524,-0.087682167
7/1/01 0:00,120.2945915,-0.607110035,-0.033810013,-0.094574453
8/1/01 0:00,95.39996953,-0.104787698,-0.012523795,-0.111343392
9/1/01 0:00,272.7644686,-0.524090454,-0.340550662,-0.196562061
10/1/01 0:00,247.2942498,-0.311451411,0.350626745,-0.238109728
11/1/01 0:00,172.4888281,-0.586271328,-0.067666629,-0.236384987
12/1/01 0:00,149.7089302,-0.048955762,-0.10285872,-0.119861053
1/1/02 0:00,148.4497315,0.714507752,0.090233479,-0.101641549
2/1/02 0:00,104.6094257,-0.000452151,0.166403924,-0.091790839
3/1/02 0:00,97.51299569,0.736848483,0.272010381,-0.008414868
4/1/02 0:00,106.1646488,0.480608175,0.416257657,-0.079622101
5/1/02 0:00,98.64004001,0.42342162,0.064571407,0.012248054
6/1/02 0:00,111.149948,0.81928253,0.125260443,0.038260524
7/1/02 0:00,139.6611169,-0.03464044,0.220269769,-0.076579647
8/1/02 0:00,136.1190662,-0.108230487,0.196371451,0.003063092
9/1/02 0:00,149.8482072,0.099957965,0.17999137,-0.068200279
10/1/02 0:00,128.9736134,-0.258837818,0.18089636,0.094165563
11/1/02 0:00,162.2214062,0.543903365,0.099578329,-0.002296774
12/1/02 0:00,160.4113151,-0.563674783,0.095798381,-0.113436039
1/1/03 0:00,185.5916265,0.819110007,0.297560737,0.083474372
2/1/03 0:00,161.7597672,0.125698355,0.420685535,-0.104260098
3/1/03 0:00,224.6472035,-0.268444134,0.255415415,-0.161249453
4/1/03 0:00,176.5798669,-0.638960677,-0.169346979,-0.043786873
5/1/03 0:00,122.3098305,-0.023006992,-0.114653721,0.016129404
6/1/03 0:00,110.6955419,0.126488868,0.107220313,-0.003840482
7/1/03 0:00,103.7482471,0.514124691,0.292777744,-0.006913345
8/1/03 0:00,91.71417654,-0.224484446,0.336590268,-0.023049795
9/1/03 0:00,109.55396,0.653404521,0.31260561,0.07600651
10/1/03 0:00,78.58598676,0.128523888,0.012068258,0.143362031
11/1/03 0:00,78.69609964,0.679500469,0.126556342,0.032954737
12/1/03 0:00,90.34358991,0.04958111,0.220084185,0.086527049
1/1/04 0:00,88.27759573,0.16766493,0.384564699,0.130004206
2/1/04 0:00,88.90148508,0.603204098,0.212793937,0.043570653
3/1/04 0:00,84.3308961,-0.383432848,0.153978371,0.241728243
4/1/04 0:00,79.7269195,0.405878402,0.185860319,0.206224793
5/1/04 0:00,97.20803838,0.720423834,0.323017362,0.215651434
6/1/04 0:00,85.2744896,-0.777173895,0.2853861,0.072084924
7/1/04 0:00,88.95650112,0.736495883,0.09228039,0.045506602
8/1/04 0:00,84.44987825,0.087255748,0.052028521,0.065941062
9/1/04 0:00,108.5095799,0.116276837,0.19590488,0.110537393
10/1/04 0:00,118.3414529,0.87271366,0.427737106,0.26503968
11/1/04 0:00,96.69576749,0.245675105,0.383953551,0.057354595
12/1/04 0:00,66.53287701,0.777244915,0.053818165,0.093491062
1/1/05 0:00,66.73432811,0.355119933,0.130864053,0.109204838
2/1/05 0:00,51.69568735,0.702660271,0.277314939,0.191681763
3/1/05 0:00,49.30863987,-0.129099693,0.29855948,0.09012189
4/1/05 0:00,78.39587328,0.197561783,0.279190464,0.271877528
5/1/05 0:00,75.09076519,0.10606778,0.056732662,0.127910717
6/1/05 0:00,82.00558946,0.430473665,0.061326267,0.188890548
7/1/05 0:00,71.93954706,-0.320637599,0.422859776,0.265828723
8/1/05 0:00,59.61723244,0.33141108,0.401652513,0.147217369
9/1/05 0:00,105.7698564,-1.981046027,0.955888203,0.041619906
10/1/05 0:00,79.82999973,1.208441045,0.158872459,0.069071032
11/1/05 0:00,60.06785223,1.083951911,-0.208101162,0.264442486
12/1/05 0:00,70.02675641,0.493678224,0,0.118377343
1/1/06 0:00,75.07923787,0.154590061,0.482096781,0.19494185
2/1/06 0:00,69.49174528,0.048279704,0.059943224,0.225445919
3/1/06 0:00,55.00807288,0.215367853,0.193028401,0.227139077
4/1/06 0:00,81.65172365,0.290949554,0.461802942,0.125540522
5/1/06 0:00,67.80979905,0.028671235,0.26894071,0.0264226
6/1/06 0:00,82.58628252,0.340762116,0.245922713,0.059415527
7/1/06 0:00,84.47445648,-0.062941754,0.340890102,0.142101639
8/1/06 0:00,71.5150949,0.432750632,0.313169789,0.121444457
9/1/06 0:00,61.75134643,-0.191391514,-0.261657685,0.099397766
10/1/06 0:00,55.62951083,-0.096241827,-0.237725867,0.017537706
11/1/06 0:00,49.59913099,-0.028658818,0.034586634,0.161232664
12/1/06 0:00,51.03903886,1.01416211,0.35464541,0.134059001
1/1/07 0:00,74.51002654,-0.355964638,0.332413656,0.162210131
2/1/07 0:00,50.86002527,0.963391328,0.309293155,0.056705003
3/1/07 0:00,72.52986574,0.173236884,0.365393293,0.164754211
4/1/07 0:00,59.84139351,0.674394659,0.233875749,0.044978708
5/1/07 0:00,71.13732015,0.041818402,0.290127985,0.108701166
6/1/07 0:00,68.75923281,0.01800327,0.21085522,0.057216525
7/1/07 0:00,44.78275066,-0.153410351,0.152718387,-0.021732516
8/1/07 0:00,90.00729662,0.191665831,0.067586718,-0.018113711
9/1/07 0:00,109.8926555,0.247597111,0.384414907,0.062272362
10/1/07 0:00,90.64007585,-0.300390123,0.302055929,0.051384486
11/1/07 0:00,106.5661652,0.559943174,0.526621866,0.0853267
12/1/07 0:00,116.9908972,0.052415207,0.232078391,0.076590702
1/1/08 0:00,177.0422066,-0.117877423,0.251856774,0.000722549
2/1/08 0:00,108.3147367,-0.366424905,0.197877893,-0.054943863
3/1/08 0:00,114.4745761,-0.326907246,0.285836177,-0.049184478
4/1/08 0:00,98.19769865,-0.687992345,0.185236443,-0.157203089
5/1/08 0:00,88.67343413,-0.609595334,0.427191876,-0.138559417
6/1/08 0:00,89.13688333,-0.267260534,0.719840877,-0.11475136
7/1/08 0:00,115.1027243,-0.446282189,0.46300661,-0.143281064
8/1/08 0:00,81.16307827,-1.611327327,-0.080724635,-0.206254692
9/1/08 0:00,238.1718742,-4.580852724,0.082752841,-0.329779611
10/1/08 0:00,241.7722778,0.99115726,-0.664311699,-0.340440518
11/1/08 0:00,162.713384,-1.315229407,-1.194033036,-0.551842179
12/1/08 0:00,157.828677,-2.914000088,-0.562280024,-0.51687443
1/1/09 0:00,184.8178304,-2.542285624,0.011802195,-0.581789974
2/1/09 0:00,202.5479667,-0.614631858,0.177789202,-0.56859524
3/1/09 0:00,167.9912194,-1.574710278,-0.10936344,-0.617391107
4/1/09 0:00,107.927248,-0.805587708,0.143467415,-0.50673241
5/1/09 0:00,125.9446213,-0.984913763,0.103745535,-0.27002358
6/1/09 0:00,112.4726351,-0.305574972,0.59009282,-0.357246454
7/1/09 0:00,104.3551071,1.180336132,0.010631173,-0.260980706
8/1/09 0:00,111.1743394,1.104640227,0.289391113,-0.138718578
9/1/09 0:00,99.00963606,0.848480549,0.16192361,-0.184275184
10/1/09 0:00,86.24175958,0.228529682,0.377449998,-0.136857806
11/1/09 0:00,99.77926919,0.400655328,0.249253292,-0.002306645
12/1/09 0:00,108.3960871,0.329643681,0.058860626,-0.193362505
1/1/10 0:00,136.8638568,1.058737923,0.218148257,-0.007704279
2/1/10 0:00,116.7215571,0.342021873,-0.003146468,-0.075558982
3/1/10 0:00,124.6875089,0.715205692,0.141390867,0.126285961
4/1/10 0:00,123.7022049,0.350655711,0.054432023,0.192906275
5/1/10 0:00,147.7632571,1.355368476,0.031393232,0.405679513
6/1/10 0:00,129.7321983,0.215125838,-0.04187517,-0.110343982
7/1/10 0:00,196.9472469,0.382104709,0.08577047,-0.062107039
8/1/10 0:00,127.2281732,0.364726606,0.136836058,0.00306692
9/1/10 0:00,186.7412481,0.287002296,0.099133883,-0.065214556
10/1/10 0:00,154.7627409,-0.272883265,0.317262183,0.215127852
11/1/10 0:00,175.0442836,0.079415348,0.199321063,0.102482524
12/1/10 0:00,151.5533295,0.970026211,0.22580144,0.061910039
1/1/11 0:00,111.4928249,-0.204187831,0.299478494,0.005349964
2/1/11 0:00,104.5623701,-0.431645393,0.278049534,0.160241736
3/1/11 0:00,153.8417288,1.052329169,0.401042094,0.171393313
4/1/11 0:00,124.8465874,-0.351832573,0.420803203,0.248472691
5/1/11 0:00,84.5491611,0.133294234,0.303443781,0.075927838
6/1/11 0:00,139.0378982,0.286240772,-0.020369503,0.175842833
7/1/11 0:00,207.1603073,0.472415446,0.169796549,0.041669508
8/1/11 0:00,283.6655748,0.634931317,0.234317942,0.100663014
9/1/11 0:00,214.4261053,-0.072399638,0.14079799,0.166987797
10/1/11 0:00,137.8392521,0.69420351,0.002025829,0.159931199
11/1/11 0:00,143.7145629,-0.00114953,0.205199741,0.108514631
12/1/11 0:00,183.0886071,0.522382939,0.0565748,0.150487957
1/1/12 0:00,154.4180208,0.604676634,0.341310673,0.258919592
2/1/12 0:00,119.43544,0.326378354,0.223014717,0.203717851
3/1/12 0:00,98.74810531,-0.521782882,0.190504838,0.168979543
4/1/12 0:00,96.96967117,0.721831312,0.131175776,0.06202037
5/1/12 0:00,135.8798511,0.196029555,-0.112276199,0.080636129
6/1/12 0:00,197.4609789,0.010872252,-0.050148439,0.053728537
7/1/12 0:00,180.8035422,0.200937229,0.036093844,0.108830962
8/1/12 0:00,142.9553013,-0.396789102,0.334748938,0.131765056
9/1/12 0:00,182.1071855,-0.069725612,0.30285219,0.135303913
10/1/12 0:00,166.1284041,0.311864059,0.295996106,0.118065508
11/1/12 0:00,205.8646602,0.399759021,-0.067588387,0.12088939
12/1/12 0:00,214.9519488,0.269250823,-0.015905679,0.178419397
1/1/13 0:00,199.3589422,0.004582349,0.192485142,0.140465013
2/1/13 0:00,128.5625134,0.476724707,0.364783107,0.205837219
3/1/13 0:00,146.1158616,0.409270197,-0.131653188,0.106862015
4/1/13 0:00,135.4405916,-0.114180858,-0.078261214,0.137625482
5/1/13 0:00,109.0280432,0.091765625,0.065340065,0.157982526
6/1/13 0:00,126.6258694,0.187117603,0.215355435,0.130623986
7/1/13 0:00,91.43749003,-0.320037847,0.124316751,0.089448717
8/1/13 0:00,108.7583782,0.582980507,0.15367944,0.178577963
9/1/13 0:00,179.8897364,0.5329916,0.039389463,0.134484246
10/1/13 0:00,225.3733071,-0.118894759,0.169088299,0.160538241
11/1/13 0:00,89.91517307,0.245392403,0.156064428,0.200270912
12/1/13 0:00,115.0207376,0.210803794,0.198855844,0.039310465
1/1/14 0:00,107.7051288,-0.378703787,0.18967911,0.133767593
2/1/14 0:00,93.36929826,0.753585561,0.058629248,0.112557822
3/1/14 0:00,101.018732,1.00062195,0.199916133,0.202194426
4/1/14 0:00,96.99343089,0.064609569,0.193689046,0.225599792
5/1/14 0:00,102.0150429,0.407688682,0.171979907,0.146569339
6/1/14 0:00,85.96846752,0.3306088,0.112583103,0.239136228
7/1/14 0:00,78.50598746,0.211736855,0.150208354,0.174724611
8/1/14 0:00,63.87733632,-0.155957458,-0.012599707,0.130692671
9/1/14 0:00,86.21660154,0.312106711,0.025193066,0.218539298
10/1/14 0:00,113.3345834,0.011263317,-0.025199415,0.173098244
11/1/14 0:00,93.18594253,0.628134643,-0.076626123,0.202728266
12/1/14 0:00,87.41532796,-0.005500099,-0.153487468,0.197341236
1/1/15 0:00,120.54423,-0.78833812,-0.463572927,0.139440247
2/1/15 0:00,87.60946942,-0.658435086,0.164662782,0.189591632
3/1/15 0:00,95.97896261,-0.321436989,0.19157647,0.067412222
4/1/15 0:00,103.544957,-0.572873454,0.076766106,0.196881064
5/1/15 0:00,102.3186965,-0.457418414,0.238473768,0.238801752
6/1/15 0:00,115.8802867,-0.303449209,0.193505941,0.109389887
7/1/15 0:00,98.73479281,0.620245052,0.082172446,0.207058293
8/1/15 0:00,156.5036298,-0.159494057,0.000966725,0.099204953
9/1/15 0:00,171.9326776,-0.291602542,-0.148128068,0.094893333
10/1/15 0:00,110.7019377,-0.462734224,-0.014524469,0.224427534
11/1/15 0:00,89.58371044,-0.75313109,0.060965579,0.157551992
12/1/15 0:00,101.9634329,-0.504553311,-0.081353568,0.190798348
1/1/16 0:00,154.8573306,0.519627815,0.051303893,0.080308384
2/1/16 0:00,148.3217888,-0.548155158,-0.061990275,0.147827906
3/1/16 0:00,130.4901593,-0.736220436,0.230960273,0.178191082
4/1/16 0:00,96.41341581,0.280500351,0.329406779,0.132076521
5/1/16 0:00,96.22233274,-0.218927287,0.148109678,0.031271499
6/1/16 0:00,233.956103,0.481831303,0.190064795,0.17412176
7/1/16 0:00,164.4584005,0.109777814,0.041259667,0.251184998
8/1/16 0:00,106.8856228,-0.08161579,0.14946251,0.10299729
9/1/16 0:00,86.34353838,-0.097101549,0.173114629,0.204882693
10/1/16 0:00,108.0641248,0.073532242,0.220449297,0.074447332
11/1/16 0:00,254.1013278,-0.393511834,0.038158472,0.08265089
12/1/16 0:00,161.4247862,0.692911541,0.181875315,0.150610695
1/1/17 0:00,195.0406301,-0.235529415,0.370939587,0.158611361
2/1/17 0:00,177.777717,-0.372337507,0.153452685,0.141245843
3/1/17 0:00,154.6096951,0.640076393,-0.054970051,0.089056345
4/1/17 0:00,157.6765228,0.941822771,0.219397791,0.134772733
5/1/17 0:00,129.8880577,0.120245364,-0.028378455,0.148235182
6/1/17 0:00,120.638462,0.194072563,0.095449605,0.135754632
7/1/17 0:00,141.138335,-0.228383721,0.025509722,0.125364511
8/1/17 0:00,137.8597036,-0.43195049,0.236584883,0.091894872
9/1/17 0:00,116.6200175,0.104642142,0.373740504,0.06258546
10/1/17 0:00,125.8658439,1.217349633,0.147213262,0.100579692
11/1/17 0:00,111.2826865,0.25834562,0.165691552,0.156062344
12/1/17 0:00,140.3501816,0.194761737,0.144886895,0.097613221
1/1/18 0:00,160.9672048,-0.062528416,0.355805592,0.100900657
2/1/18 0:00,114.7555583,0.365251126,0.244367015,0.262059463
3/1/18 0:00,187.0958899,0.467997664,0.141031946,0.150390138
4/1/18 0:00,139.0353864,1.066989979,0.195392081,0.097691779
5/1/18 0:00,162.2766973,-0.933381905,0.189476214,0.221169036
6/1/18 0:00,134.402771,0.776510673,0.114478798,0.141643059
7/1/18 0:00,176.2050781,0.136451525,0.092236457,0.037578344
8/1/18 0:00,114.9613709,0.718000551,0.07833957,0.167479501
